identifier_name,filepath,line_number,start_index,end_index,violation_list
TestMailerProg,tdd/transformations/TestMailerProg.py,10,14,28,Capitalisation Anomaly
self,tdd/transformations/TestMailerProg.py,10,30,34,Number of Words;Short Identifier Name
tearDown,tdd/transformations/TestMailerProg.py,10,36,44,Short Identifier Name
test_find_msg_files,tdd/transformations/TestMailerProg.py,12,8,27,Number of Words
self,tdd/transformations/TestMailerProg.py,12,28,32,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,13,8,11,Number of Words;Short Identifier Name
os,tdd/transformations/TestMailerProg.py,13,14,16,Number of Words;Short Identifier Name
path,tdd/transformations/TestMailerProg.py,13,17,21,Number of Words;Short Identifier Name
abspath,tdd/transformations/TestMailerProg.py,13,22,29,Number of Words;Short Identifier Name
__file__,tdd/transformations/TestMailerProg.py,13,30,38,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,14,8,17,Number of Words
MailerProg,tdd/transformations/TestMailerProg.py,14,20,30,Capitalisation Anomaly
find_msg_files,tdd/transformations/TestMailerProg.py,14,31,45,Number of Words
fqn,tdd/transformations/TestMailerProg.py,14,46,49,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,14,52,55,Number of Words;Short Identifier Name
rfind,tdd/transformations/TestMailerProg.py,14,56,61,Number of Words;Short Identifier Name
self,tdd/transformations/TestMailerProg.py,15,8,12,Number of Words;Short Identifier Name
len,tdd/transformations/TestMailerProg.py,15,28,31,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,15,32,41,Number of Words
self,tdd/transformations/TestMailerProg.py,16,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,16,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,17,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,17,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,18,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,18,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,19,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,19,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,20,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,20,40,49,Number of Words
test_parse_msg_file,tdd/transformations/TestMailerProg.py,22,8,27,Number of Words
self,tdd/transformations/TestMailerProg.py,22,28,32,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,23,8,11,Number of Words;Short Identifier Name
os,tdd/transformations/TestMailerProg.py,23,14,16,Number of Words;Short Identifier Name
path,tdd/transformations/TestMailerProg.py,23,17,21,Number of Words;Short Identifier Name
abspath,tdd/transformations/TestMailerProg.py,23,22,29,Number of Words;Short Identifier Name
__file__,tdd/transformations/TestMailerProg.py,23,30,38,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
curr_dir,tdd/transformations/TestMailerProg.py,24,8,16,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,24,19,22,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,24,25,28,Number of Words;Short Identifier Name
rfind,tdd/transformations/TestMailerProg.py,24,29,34,Number of Words;Short Identifier Name
msg,tdd/transformations/TestMailerProg.py,25,8,11,Number of Words;Short Identifier Name
MailerProg,tdd/transformations/TestMailerProg.py,25,14,24,Capitalisation Anomaly
parse_msg_file,tdd/transformations/TestMailerProg.py,25,25,39,Number of Words
os,tdd/transformations/TestMailerProg.py,25,40,42,Number of Words;Short Identifier Name
path,tdd/transformations/TestMailerProg.py,25,43,47,Number of Words;Short Identifier Name
join,tdd/transformations/TestMailerProg.py,25,48,52,Number of Words;Short Identifier Name
curr_dir,tdd/transformations/TestMailerProg.py,25,53,61,Number of Words;Short Identifier Name
self,tdd/transformations/TestMailerProg.py,26,8,12,Number of Words;Short Identifier Name
msg,tdd/transformations/TestMailerProg.py,26,25,28,Number of Words;Short Identifier Name
to,tdd/transformations/TestMailerProg.py,26,29,31,Number of Words;Short Identifier Name
__name__,tdd/transformations/TestMailerProg.py,29,3,11,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
unittest,tdd/transformations/TestMailerProg.py,30,4,12,Number of Words;Short Identifier Name
main,tdd/transformations/TestMailerProg.py,30,13,17,Number of Words;Short Identifier Name
urllib2,tdd/transformations/VerifyServers.py,0,7,14,Number of Words;Short Identifier Name
servers,tdd/transformations/VerifyServers.py,2,0,7,Number of Words;Short Identifier Name
server,tdd/transformations/VerifyServers.py,4,4,10,Number of Words;Short Identifier Name
servers,tdd/transformations/VerifyServers.py,4,14,21,Number of Words;Short Identifier Name
urllib,tdd/transformations/VerifyServers.py,6,8,14,Number of Words;Short Identifier Name
urlopen,tdd/transformations/VerifyServers.py,6,15,22,Number of Words;Short Identifier Name
server,tdd/transformations/VerifyServers.py,6,23,29,Number of Words;Short Identifier Name
urllib2,tdd/transformations/VerifyServers.py,7,11,18,Number of Words;Short Identifier Name
HTTPError,tdd/transformations/VerifyServers.py,7,19,28,Capitalisation Anomaly
e,tdd/transformations/VerifyServers.py,7,30,31,Number of Words
send_mail,tdd/transformations/VerifyServers.py,8,8,17,Number of Words
e,tdd/transformations/VerifyServers.py,8,18,19,Number of Words
urllib2,tdd/transformations/VerifyServers.py,9,11,18,Number of Words;Short Identifier Name
URLError,tdd/transformations/VerifyServers.py,9,19,27,Capitalisation Anomaly
e,tdd/transformations/VerifyServers.py,9,29,30,Number of Words
send_mail,tdd/transformations/VerifyServers.py,10,8,17,Number of Words
e,tdd/transformations/VerifyServers.py,10,18,19,Number of Words
send_mail,tdd/transformations/VerifyServers.py,12,4,13,Number of Words
e,tdd/transformations/VerifyServers.py,12,14,15,Number of Words
